customer_id,signup_date,signup_month,plan,region,acquisition_channel,industry,seats,monthly_mrr,onboarding_completed,integrations_connected,weekly_active_days,support_tickets_90d,payment_failures_90d,csat_score,status,churn_month,churn_reason,tenure_months
CUST-0386,2025-11-11,2025-11-01,Growth,North America,Organic,B2B SaaS,3,64.11,No,2,3.4,1,0,8.3,Active,,,8
CUST-0387,2025-04-19,2025-04-01,Business,APAC,Organic,Creator Tools,24,145.22,Yes,2,4.8,1,0,8.3,Active,,,15
CUST-0388,2025-04-23,2025-04-01,Business,North America,Partner,Retail,14,160.67,Yes,1,4.5,2,0,7.6,Active,,,15
CUST-0389,2025-09-08,2025-09-01,Growth,North America,Referral,Healthcare,6,72.57,Yes,1,3.7,0,0,6.2,Active,,,10
CUST-0390,2026-03-08,2026-03-01,Growth,LATAM,Paid Search,B2B SaaS,7,83.41,Yes,1,4.7,2,2,7.3,Active,,,4
CUST-0391,2025-05-04,2025-05-01,Growth,North America,Content,Creator Tools,10,72.45,No,4,3.3,1,0,7.2,Active,,,14
CUST-0392,2025-03-18,2025-03-01,Starter,North America,Organic,Creator Tools,3,33.49,No,0,2.0,1,0,7.7,Churned,2025-04-01,Company downsized,1
CUST-0393,2025-06-27,2025-06-01,Business,North America,Organic,FinTech,19,139.19,Yes,5,5.4,2,1,7.3,Active,,,13
CUST-0394,2025-04-15,2025-04-01,Growth,MEA,Content,EdTech,4,90.51,Yes,3,6.0,1,0,8.7,Active,,,15
CUST-0395,2025-04-06,2025-04-01,Business,APAC,Partner,B2B SaaS,16,119.62,Yes,0,1.7,0,0,7.2,Active,,,15
CUST-0396,2026-03-04,2026-03-01,Starter,Europe,Content,Healthcare,1,30.81,Yes,1,5.5,2,0,9.5,Churned,2026-05-01,Low product usage,2
CUST-0397,2025-11-03,2025-11-01,Starter,North America,Content,Creator Tools,1,28.54,Yes,1,3.1,1,0,9.6,Churned,2026-02-01,Missing integration,3
CUST-0398,2025-11-03,2025-11-01,Business,APAC,Partner,Creator Tools,14,145.32,Yes,3,5.7,2,0,7.3,Active,,,8
CUST-0399,2025-10-10,2025-10-01,Growth,North America,Referral,Healthcare,2,83.23,Yes,3,6.3,1,0,8.8,Active,,,9
CUST-0400,2025-09-24,2025-09-01,Growth,North America,Organic,EdTech,5,66.97,No,1,3.8,2,1,7.8,Active,,,10
CUST-0401,2025-10-15,2025-10-01,Business,Europe,Referral,Healthcare,15,129.86,No,3,2.4,2,1,6.0,Churned,2026-04-01,Payment failure,6
CUST-0402,2025-12-10,2025-12-01,Growth,MEA,Paid Search,B2B SaaS,11,90.32,No,0,0.7,0,0,8.1,Active,,,7
CUST-0403,2025-05-21,2025-05-01,Starter,North America,Referral,Retail,4,28.72,Yes,0,4.4,2,0,7.8,Active,,,14
CUST-0404,2025-04-19,2025-04-01,Business,Europe,Paid Search,EdTech,15,144.94,Yes,1,2.9,0,0,7.0,Active,,,15
CUST-0405,2025-09-24,2025-09-01,Growth,APAC,Referral,Creator Tools,8,82.84,Yes,2,4.2,0,0,8.3,Active,,,10
CUST-0406,2025-12-01,2025-12-01,Starter,APAC,Paid Search,Creator Tools,1,27.20,Yes,0,3.7,3,0,8.0,Churned,2026-02-01,Payment failure,2
CUST-0407,2025-04-07,2025-04-01,Starter,APAC,Partner,FinTech,1,29.39,Yes,1,4.7,3,0,7.1,Active,,,15
CUST-0408,2025-04-28,2025-04-01,Business,North America,Organic,Creator Tools,12,132.70,Yes,4,5.2,3,3,8.4,Active,,,15
CUST-0409,2025-04-23,2025-04-01,Business,Europe,Organic,EdTech,19,168.99,No,1,2.5,3,0,7.2,Active,,,15
CUST-0410,2025-11-28,2025-11-01,Starter,Europe,Partner,B2B SaaS,3,32.29,Yes,1,1.9,1,0,7.2,Active,,,8
CUST-0411,2026-01-01,2026-01-01,Starter,APAC,Paid Search,Retail,2,22.72,Yes,0,4.9,1,0,7.6,Active,,,6
CUST-0412,2025-08-15,2025-08-01,Enterprise,Europe,Partner,EdTech,72,354.78,Yes,3,4.8,0,0,8.3,Active,,,11
CUST-0413,2026-01-22,2026-01-01,Enterprise,North America,Partner,B2B SaaS,70,377.51,No,5,1.7,1,0,9.0,Active,,,6
CUST-0414,2025-06-17,2025-06-01,Growth,North America,Paid Search,B2B SaaS,2,90.78,Yes,1,1.8,1,0,8.9,Active,,,13
CUST-0415,2025-02-18,2025-02-01,Starter,APAC,Referral,FinTech,1,23.06,Yes,0,3.0,1,0,8.6,Churned,2025-10-01,Missing integration,8
CUST-0416,2025-07-02,2025-07-01,Business,MEA,Paid Search,Retail,15,152.82,Yes,4,2.0,2,3,5.3,Active,,,12
CUST-0417,2025-05-10,2025-05-01,Starter,APAC,Partner,B2B SaaS,2,32.05,Yes,0,4.5,0,0,8.4,Active,,,14
CUST-0418,2025-02-05,2025-02-01,Growth,Europe,Paid Search,Retail,1,83.32,Yes,1,1.9,1,0,5.0,Active,,,17
CUST-0419,2025-08-06,2025-08-01,Starter,North America,Partner,FinTech,1,31.22,No,0,1.5,2,0,6.9,Active,,,11
CUST-0420,2025-10-02,2025-10-01,Growth,North America,Organic,Healthcare,7,76.44,Yes,2,2.2,1,0,9.9,Active,,,9
CUST-0421,2025-12-01,2025-12-01,Starter,North America,Referral,Creator Tools,3,24.76,Yes,0,4.3,0,1,9.9,Churned,2026-01-01,Price sensitivity,1
CUST-0422,2025-08-08,2025-08-01,Business,North America,Organic,B2B SaaS,15,145.87,No,1,1.9,1,0,5.7,Active,,,11
CUST-0423,2025-11-03,2025-11-01,Starter,Europe,Partner,EdTech,2,32.61,No,0,1.4,4,0,6.2,Active,,,8
CUST-0424,2026-02-15,2026-02-01,Starter,Europe,Organic,Retail,1,34.07,Yes,2,4.3,1,0,8.9,Active,,,5
CUST-0425,2025-10-10,2025-10-01,Starter,North America,Organic,Healthcare,2,28.21,No,0,1.3,3,0,8.0,Churned,2025-12-01,Poor onboarding,2
CUST-0426,2025-09-25,2025-09-01,Growth,MEA,Organic,Healthcare,4,63.55,Yes,0,2.1,2,0,7.7,Active,,,10
CUST-0427,2026-01-21,2026-01-01,Business,North America,Paid Search,EdTech,21,139.12,No,0,1.6,1,0,7.1,Active,,,6
CUST-0428,2026-02-10,2026-02-01,Growth,North America,Organic,Creator Tools,11,87.86,Yes,2,4.1,3,1,7.9,Active,,,5
CUST-0429,2025-10-10,2025-10-01,Starter,APAC,Referral,B2B SaaS,1,34.07,Yes,0,4.3,2,0,7.4,Active,,,9
CUST-0430,2025-11-11,2025-11-01,Starter,Europe,Partner,EdTech,2,27.19,No,0,3.3,4,0,7.3,Active,,,8
CUST-0431,2026-01-18,2026-01-01,Starter,LATAM,Partner,Retail,5,33.01,Yes,1,2.2,0,1,9.5,Active,,,6
CUST-0432,2025-03-12,2025-03-01,Enterprise,Europe,Organic,EdTech,66,444.06,Yes,1,2.9,0,1,6.7,Active,,,16
CUST-0433,2025-01-16,2025-01-01,Business,APAC,Organic,FinTech,16,138.99,No,2,2.1,1,0,7.6,Active,,,18
CUST-0434,2025-03-03,2025-03-01,Starter,LATAM,Referral,Retail,1,25.36,No,0,1.3,4,2,5.4,Active,,,16
CUST-0435,2025-08-22,2025-08-01,Enterprise,North America,Content,Creator Tools,67,395.91,Yes,4,5.3,0,0,9.2,Active,,,11
CUST-0436,2025-01-07,2025-01-01,Starter,LATAM,Referral,B2B SaaS,2,30.30,Yes,1,2.6,0,0,7.9,Active,,,18
CUST-0437,2026-01-19,2026-01-01,Business,LATAM,Referral,FinTech,20,138.66,Yes,3,5.6,0,2,10.0,Active,,,6
CUST-0438,2025-03-02,2025-03-01,Business,Europe,Referral,B2B SaaS,17,125.19,Yes,3,6.3,3,0,7.9,Active,,,16
CUST-0439,2026-02-13,2026-02-01,Starter,APAC,Organic,Retail,1,27.70,No,0,0.8,1,0,7.7,Active,,,5
CUST-0440,2025-04-04,2025-04-01,Starter,APAC,Partner,FinTech,1,29.27,No,1,3.0,3,0,6.5,Churned,2025-10-01,Switched competitor,6
CUST-0441,2025-04-10,2025-04-01,Growth,North America,Content,Retail,6,85.84,Yes,1,3.3,2,0,5.6,Active,,,15
CUST-0442,2025-04-16,2025-04-01,Growth,MEA,Partner,Healthcare,9,73.33,No,2,1.6,1,0,9.3,Active,,,15
CUST-0443,2025-01-08,2025-01-01,Growth,Europe,Organic,Creator Tools,4,80.03,No,3,2.7,3,3,7.8,Active,,,18
CUST-0444,2025-08-21,2025-08-01,Growth,APAC,Organic,EdTech,4,89.99,Yes,1,3.5,2,0,8.0,Active,,,11
CUST-0445,2026-02-01,2026-02-01,Business,North America,Partner,EdTech,18,154.11,Yes,3,5.7,1,0,9.3,Active,,,5
CUST-0446,2025-03-05,2025-03-01,Business,North America,Paid Search,Healthcare,14,149.77,Yes,2,2.7,2,0,5.6,Active,,,16
CUST-0447,2025-02-26,2025-02-01,Starter,North America,Paid Search,Retail,1,27.49,No,1,2.5,2,0,6.9,Active,,,17
CUST-0448,2025-04-23,2025-04-01,Starter,APAC,Partner,Creator Tools,8,29.67,Yes,2,2.7,1,0,8.4,Active,,,15
CUST-0449,2025-06-13,2025-06-01,Growth,LATAM,Paid Search,Retail,1,78.17,Yes,2,3.2,1,0,8.3,Active,,,13
CUST-0450,2025-06-13,2025-06-01,Starter,Europe,Organic,EdTech,1,29.40,Yes,2,5.9,2,0,8.9,Active,,,13
CUST-0451,2025-10-11,2025-10-01,Starter,North America,Organic,B2B SaaS,4,23.15,No,1,3.4,3,0,5.8,Active,,,9
CUST-0452,2025-08-13,2025-08-01,Business,APAC,Organic,B2B SaaS,14,126.79,Yes,1,3.7,0,0,8.3,Active,,,11
CUST-0453,2025-09-27,2025-09-01,Growth,APAC,Organic,FinTech,11,92.06,Yes,3,4.1,1,0,8.1,Active,,,10
CUST-0454,2026-02-11,2026-02-01,Starter,Europe,Referral,B2B SaaS,8,27.80,Yes,1,3.5,2,1,9.1,Active,,,5
CUST-0455,2026-03-19,2026-03-01,Business,MEA,Organic,Creator Tools,22,134.72,Yes,1,4.5,3,0,7.1,Active,,,4
CUST-0456,2025-09-06,2025-09-01,Starter,LATAM,Paid Search,FinTech,7,34.14,Yes,1,3.4,0,0,9.3,Active,,,10
CUST-0457,2025-03-14,2025-03-01,Growth,North America,Content,FinTech,4,78.66,Yes,2,5.2,0,2,9.1,Active,,,16
CUST-0458,2026-03-15,2026-03-01,Starter,Europe,Referral,Retail,4,31.96,Yes,1,2.5,1,0,9.0,Active,,,4
CUST-0459,2025-12-10,2025-12-01,Starter,APAC,Referral,Creator Tools,3,28.49,Yes,2,3.0,2,0,7.2,Active,,,7
CUST-0460,2025-11-10,2025-11-01,Growth,North America,Partner,FinTech,2,77.85,No,1,0.5,3,0,6.4,Active,,,8
CUST-0461,2025-05-17,2025-05-01,Starter,North America,Partner,B2B SaaS,1,31.73,No,0,2.8,2,0,7.3,Active,,,14
CUST-0462,2025-02-22,2025-02-01,Starter,MEA,Organic,Healthcare,1,33.41,No,1,2.2,2,0,6.1,Churned,2026-04-01,Price sensitivity,14
CUST-0463,2025-10-15,2025-10-01,Growth,APAC,Referral,B2B SaaS,4,91.76,Yes,1,3.2,0,0,8.7,Active,,,9
CUST-0464,2025-02-14,2025-02-01,Starter,North America,Referral,B2B SaaS,3,32.83,No,1,2.5,5,1,6.4,Active,,,17
CUST-0465,2025-07-21,2025-07-01,Starter,North America,Paid Search,Creator Tools,1,31.64,Yes,1,4.7,0,0,9.2,Active,,,12
CUST-0466,2025-01-07,2025-01-01,Starter,APAC,Paid Search,EdTech,3,30.20,No,2,3.1,0,0,9.1,Active,,,18
CUST-0467,2026-03-23,2026-03-01,Starter,North America,Referral,B2B SaaS,1,30.48,Yes,1,2.6,0,0,7.1,Active,,,4
CUST-0468,2025-01-25,2025-01-01,Business,North America,Referral,FinTech,18,157.84,Yes,2,5.1,1,0,8.6,Active,,,18
CUST-0469,2025-08-11,2025-08-01,Starter,North America,Referral,EdTech,9,24.38,Yes,2,3.9,3,0,7.7,Active,,,11
CUST-0470,2026-01-23,2026-01-01,Growth,Europe,Paid Search,Healthcare,8,74.56,Yes,0,2.9,1,2,10.0,Active,,,6
CUST-0471,2025-10-27,2025-10-01,Business,North America,Paid Search,Creator Tools,20,123.15,Yes,2,5.7,1,0,9.4,Active,,,9
CUST-0472,2026-03-12,2026-03-01,Starter,North America,Paid Search,Retail,1,29.51,No,0,1.0,3,0,6.4,Churned,2026-05-01,Price sensitivity,2
CUST-0473,2025-11-03,2025-11-01,Starter,APAC,Organic,FinTech,1,28.85,Yes,2,2.7,0,0,8.9,Active,,,8
CUST-0474,2025-08-02,2025-08-01,Enterprise,North America,Content,FinTech,69,317.11,Yes,3,3.8,2,0,6.6,Active,,,11
CUST-0475,2025-08-14,2025-08-01,Growth,North America,Organic,Healthcare,5,76.10,Yes,1,2.1,1,0,8.7,Active,,,11
CUST-0476,2025-03-03,2025-03-01,Growth,LATAM,Paid Search,Retail,8,77.58,No,1,4.2,4,0,5.5,Active,,,16
CUST-0477,2025-07-10,2025-07-01,Growth,APAC,Content,EdTech,6,92.95,Yes,0,2.3,1,0,8.2,Active,,,12
CUST-0478,2025-02-23,2025-02-01,Starter,Europe,Organic,Creator Tools,1,28.20,Yes,0,2.0,2,0,8.1,Active,,,17
CUST-0479,2026-01-26,2026-01-01,Business,North America,Content,Creator Tools,13,159.77,Yes,3,4.3,2,0,8.2,Active,,,6
CUST-0480,2025-03-02,2025-03-01,Starter,MEA,Partner,EdTech,1,31.24,Yes,1,3.5,1,3,8.1,Active,,,16
CUST-0481,2025-07-22,2025-07-01,Business,MEA,Referral,Healthcare,18,144.03,Yes,2,4.4,1,0,8.7,Active,,,12
CUST-0482,2025-03-17,2025-03-01,Starter,APAC,Referral,Healthcare,2,26.81,Yes,0,2.3,0,0,9.4,Active,,,16
CUST-0483,2025-07-02,2025-07-01,Enterprise,APAC,Partner,FinTech,72,351.72,Yes,3,5.4,0,2,10.0,Active,,,12
CUST-0484,2025-11-23,2025-11-01,Starter,Europe,Partner,B2B SaaS,1,32.19,Yes,1,5.0,2,0,5.8,Active,,,8
CUST-0485,2025-09-18,2025-09-01,Starter,North America,Referral,B2B SaaS,1,24.33,No,3,5.1,2,0,7.8,Active,,,10
CUST-0486,2025-03-05,2025-03-01,Enterprise,APAC,Paid Search,B2B SaaS,75,345.67,Yes,5,5.7,3,0,6.9,Active,,,16
CUST-0487,2025-11-18,2025-11-01,Enterprise,Europe,Organic,Healthcare,66,319.67,Yes,5,5.7,3,0,7.6,Active,,,8
CUST-0488,2025-06-19,2025-06-01,Growth,LATAM,Content,Healthcare,5,71.31,No,3,3.7,0,0,8.2,Churned,2025-12-01,Poor onboarding,6
CUST-0489,2025-12-20,2025-12-01,Starter,Europe,Partner,Healthcare,1,27.83,No,0,0.4,1,0,7.0,Active,,,7
CUST-0490,2026-03-08,2026-03-01,Growth,North America,Referral,FinTech,6,66.72,No,0,1.5,2,1,7.0,Churned,2026-05-01,Low product usage,2
CUST-0491,2025-12-07,2025-12-01,Growth,Europe,Organic,Healthcare,2,73.15,No,0,0.6,2,0,5.4,Churned,2026-05-01,Poor onboarding,5
CUST-0492,2025-03-26,2025-03-01,Enterprise,North America,Content,Creator Tools,69,428.64,Yes,6,6.1,1,0,9.8,Active,,,16
CUST-0493,2026-03-21,2026-03-01,Growth,North America,Organic,Creator Tools,7,65.76,Yes,0,0.7,0,1,8.6,Active,,,4
CUST-0494,2025-11-15,2025-11-01,Starter,North America,Organic,Creator Tools,2,28.50,No,0,2.3,2,3,5.4,Churned,2026-04-01,Missing integration,5
CUST-0495,2026-01-06,2026-01-01,Starter,APAC,Paid Search,Retail,3,33.96,No,0,1.5,1,0,6.8,Active,,,6
CUST-0496,2025-11-06,2025-11-01,Starter,Europe,Organic,EdTech,3,33.97,Yes,0,3.4,2,1,10.0,Active,,,8
CUST-0497,2025-04-22,2025-04-01,Starter,North America,Content,Retail,2,27.66,No,0,2.9,1,1,7.7,Active,,,15
CUST-0498,2026-01-08,2026-01-01,Starter,North America,Referral,FinTech,1,32.08,No,1,1.4,1,0,7.0,Churned,2026-03-01,Price sensitivity,2
CUST-0499,2025-03-07,2025-03-01,Starter,APAC,Content,B2B SaaS,1,29.42,No,0,0.2,2,1,6.5,Churned,2025-06-01,Price sensitivity,3
CUST-0500,2026-02-08,2026-02-01,Starter,North America,Content,FinTech,7,26.38,Yes,1,5.6,2,0,7.4,Active,,,5
CUST-0501,2025-10-10,2025-10-01,Growth,Europe,Referral,FinTech,6,78.35,Yes,2,3.4,1,0,6.3,Active,,,9
CUST-0502,2025-09-05,2025-09-01,Growth,North America,Partner,Healthcare,3,89.08,Yes,2,3.6,0,0,7.1,Active,,,10
CUST-0503,2025-09-09,2025-09-01,Enterprise,Europe,Partner,FinTech,74,384.21,Yes,6,3.8,1,0,9.1,Active,,,10
CUST-0504,2025-10-16,2025-10-01,Business,North America,Content,B2B SaaS,14,130.00,Yes,3,4.4,0,3,10.0,Active,,,9
CUST-0505,2026-02-01,2026-02-01,Growth,APAC,Referral,FinTech,8,86.53,No,0,0.0,4,0,5.1,Active,,,5
CUST-0506,2025-05-03,2025-05-01,Starter,North America,Paid Search,EdTech,5,28.87,Yes,0,2.4,1,1,7.5,Active,,,14
CUST-0507,2025-09-09,2025-09-01,Starter,APAC,Partner,FinTech,1,29.36,No,3,1.8,4,1,4.9,Active,,,10
CUST-0508,2025-07-01,2025-07-01,Starter,APAC,Paid Search,EdTech,4,30.72,Yes,0,2.7,1,0,8.5,Churned,2026-03-01,Missing integration,8
CUST-0509,2025-06-15,2025-06-01,Growth,Europe,Organic,B2B SaaS,7,75.97,Yes,0,4.9,1,0,8.5,Active,,,13
CUST-0510,2025-11-09,2025-11-01,Starter,Europe,Paid Search,B2B SaaS,1,29.02,No,2,1.7,4,0,8.3,Churned,2026-04-01,Price sensitivity,5
CUST-0511,2025-08-10,2025-08-01,Starter,North America,Paid Search,Retail,2,30.25,Yes,0,3.1,4,0,3.9,Active,,,11
CUST-0512,2025-12-20,2025-12-01,Starter,MEA,Partner,B2B SaaS,2,21.65,Yes,0,4.0,2,0,7.7,Active,,,7
CUST-0513,2025-08-10,2025-08-01,Growth,MEA,Organic,Creator Tools,6,91.07,Yes,0,3.1,1,0,8.6,Active,,,11
CUST-0514,2025-11-11,2025-11-01,Starter,Europe,Content,EdTech,1,29.18,Yes,1,3.6,2,0,6.8,Active,,,8
CUST-0515,2025-12-12,2025-12-01,Business,Europe,Partner,FinTech,19,143.43,Yes,3,5.6,3,0,9.3,Active,,,7
CUST-0516,2025-03-18,2025-03-01,Growth,North America,Paid Search,FinTech,2,83.44,Yes,3,4.9,2,0,9.6,Active,,,16
CUST-0517,2026-02-15,2026-02-01,Growth,North America,Paid Search,Creator Tools,4,71.07,Yes,3,4.0,0,0,7.7,Churned,2026-04-01,Missing integration,2
CUST-0518,2025-08-17,2025-08-01,Starter,APAC,Paid Search,Healthcare,1,26.04,Yes,0,4.6,1,0,9.3,Active,,,11
CUST-0519,2025-06-08,2025-06-01,Starter,North America,Organic,FinTech,4,28.96,Yes,1,4.0,3,0,5.6,Active,,,13
CUST-0520,2025-03-21,2025-03-01,Starter,Europe,Paid Search,EdTech,10,32.89,No,0,2.2,1,1,6.6,Active,,,16
CUST-0521,2025-05-09,2025-05-01,Starter,MEA,Paid Search,Retail,3,29.12,Yes,0,2.1,2,0,5.9,Active,,,14
CUST-0522,2026-02-13,2026-02-01,Starter,North America,Partner,Healthcare,5,31.56,Yes,2,2.8,1,1,8.5,Active,,,5
CUST-0523,2025-01-06,2025-01-01,Business,APAC,Partner,FinTech,20,110.03,Yes,3,4.9,2,0,8.1,Active,,,18
CUST-0524,2025-03-01,2025-03-01,Business,APAC,Organic,FinTech,18,120.15,Yes,3,4.3,4,1,9.2,Active,,,16
CUST-0525,2025-12-07,2025-12-01,Starter,APAC,Referral,FinTech,4,28.38,Yes,0,3.3,1,0,9.1,Churned,2026-05-01,Price sensitivity,5
CUST-0526,2026-02-27,2026-02-01,Business,Europe,Content,FinTech,14,128.64,Yes,2,5.1,1,0,10.0,Active,,,5
CUST-0527,2025-08-11,2025-08-01,Growth,APAC,Organic,B2B SaaS,7,75.72,Yes,1,3.0,1,0,9.1,Active,,,11
CUST-0528,2026-03-25,2026-03-01,Growth,North America,Paid Search,B2B SaaS,4,76.42,No,0,3.6,1,0,7.7,Active,,,4
CUST-0529,2025-08-11,2025-08-01,Growth,Europe,Content,Retail,6,75.32,No,0,3.3,2,0,8.5,Active,,,11
CUST-0530,2025-12-17,2025-12-01,Growth,APAC,Referral,B2B SaaS,6,80.09,Yes,2,3.6,2,0,7.1,Active,,,7
CUST-0531,2026-02-25,2026-02-01,Business,North America,Organic,Retail,16,157.21,No,3,2.5,3,2,7.3,Active,,,5
CUST-0532,2025-02-04,2025-02-01,Growth,North America,Referral,FinTech,4,64.22,Yes,0,2.9,1,0,7.9,Active,,,17
CUST-0533,2025-10-10,2025-10-01,Growth,APAC,Paid Search,B2B SaaS,8,65.75,Yes,1,4.3,3,0,7.7,Churned,2026-03-01,Missing integration,5
CUST-0534,2025-02-13,2025-02-01,Enterprise,North America,Organic,Retail,72,368.62,Yes,4,3.4,3,0,9.0,Active,,,17
CUST-0535,2026-01-06,2026-01-01,Starter,Europe,Paid Search,Healthcare,5,28.49,Yes,2,4.8,2,0,8.2,Churned,2026-05-01,Switched competitor,4
CUST-0536,2025-01-26,2025-01-01,Growth,North America,Organic,Healthcare,1,73.56,Yes,2,3.5,2,0,7.7,Active,,,18
CUST-0537,2025-07-24,2025-07-01,Growth,Europe,Referral,EdTech,6,92.25,Yes,0,4.2,1,0,8.6,Active,,,12
CUST-0538,2025-12-05,2025-12-01,Business,North America,Content,Retail,19,131.70,No,3,1.9,2,0,8.0,Active,,,7
CUST-0539,2025-12-22,2025-12-01,Starter,North America,Partner,EdTech,3,26.06,No,0,0.2,3,0,6.3,Active,,,7
CUST-0540,2025-06-10,2025-06-01,Starter,North America,Paid Search,EdTech,1,34.01,Yes,1,3.4,1,2,8.0,Active,,,13
CUST-0541,2025-09-12,2025-09-01,Business,Europe,Referral,B2B SaaS,19,117.92,Yes,1,5.2,1,0,9.6,Active,,,10
CUST-0542,2026-01-23,2026-01-01,Business,North America,Referral,Healthcare,15,154.76,Yes,2,2.1,0,1,7.5,Active,,,6
CUST-0543,2025-09-03,2025-09-01,Starter,North America,Content,Creator Tools,1,30.11,No,1,3.0,3,0,7.0,Active,,,10
CUST-0544,2025-03-07,2025-03-01,Starter,North America,Partner,Creator Tools,2,27.28,Yes,0,3.9,0,0,8.3,Active,,,16
CUST-0545,2025-11-03,2025-11-01,Starter,North America,Organic,B2B SaaS,4,23.13,Yes,0,3.6,2,1,7.8,Active,,,8
CUST-0546,2025-09-18,2025-09-01,Growth,North America,Partner,Healthcare,10,79.33,No,4,1.5,1,1,8.3,Active,,,10
CUST-0547,2026-03-24,2026-03-01,Business,APAC,Organic,FinTech,20,164.94,No,4,2.9,2,0,6.1,Active,,,4
CUST-0548,2025-11-19,2025-11-01,Starter,North America,Content,Creator Tools,6,32.82,No,0,1.8,0,0,8.3,Active,,,8
CUST-0549,2025-01-10,2025-01-01,Growth,LATAM,Partner,B2B SaaS,7,77.41,No,1,2.6,0,0,9.4,Active,,,18
CUST-0550,2025-10-13,2025-10-01,Starter,APAC,Partner,B2B SaaS,1,30.34,Yes,2,2.3,0,3,8.3,Active,,,9
CUST-0551,2025-03-24,2025-03-01,Business,LATAM,Organic,Creator Tools,23,124.22,Yes,3,3.0,2,0,9.5,Active,,,16
CUST-0552,2026-03-14,2026-03-01,Business,APAC,Referral,Creator Tools,23,155.01,Yes,5,4.9,1,1,8.6,Active,,,4
CUST-0553,2025-01-14,2025-01-01,Starter,North America,Referral,Retail,1,25.18,No,0,1.0,3,2,6.3,Churned,2025-07-01,Low product usage,6
CUST-0554,2025-06-06,2025-06-01,Growth,North America,Referral,Retail,4,74.60,Yes,0,2.2,1,1,7.8,Active,,,13
CUST-0555,2025-08-21,2025-08-01,Business,North America,Partner,Retail,18,162.36,No,4,3.9,3,0,8.5,Active,,,11
CUST-0556,2026-02-24,2026-02-01,Business,APAC,Referral,B2B SaaS,16,141.23,Yes,3,5.1,1,3,9.0,Active,,,5
CUST-0557,2025-06-06,2025-06-01,Starter,Europe,Paid Search,FinTech,1,31.46,Yes,0,3.2,1,0,7.6,Active,,,13
CUST-0558,2025-06-06,2025-06-01,Growth,APAC,Referral,EdTech,10,85.13,No,2,3.8,2,0,8.7,Active,,,13
CUST-0559,2025-10-17,2025-10-01,Growth,North America,Referral,EdTech,3,79.84,No,2,2.6,1,0,7.3,Active,,,9
CUST-0560,2025-12-16,2025-12-01,Growth,MEA,Content,Healthcare,3,61.53,Yes,1,2.8,0,0,6.5,Active,,,7
CUST-0561,2025-12-14,2025-12-01,Business,Europe,Referral,Healthcare,17,174.20,Yes,2,3.4,0,0,9.5,Active,,,7
CUST-0562,2025-11-21,2025-11-01,Enterprise,Europe,Paid Search,EdTech,67,368.08,Yes,6,5.0,3,0,7.6,Active,,,8
CUST-0563,2025-12-23,2025-12-01,Starter,Europe,Referral,FinTech,1,25.39,Yes,0,4.2,2,0,8.1,Active,,,7
CUST-0564,2025-12-14,2025-12-01,Starter,North America,Organic,Creator Tools,4,26.81,Yes,0,4.3,1,0,7.5,Active,,,7
CUST-0565,2026-01-19,2026-01-01,Enterprise,LATAM,Organic,Creator Tools,70,395.57,Yes,3,4.3,2,1,8.1,Active,,,6
CUST-0566,2025-10-11,2025-10-01,Growth,North America,Organic,Creator Tools,7,74.84,Yes,0,1.7,0,2,8.3,Active,,,9
CUST-0567,2025-07-23,2025-07-01,Growth,North America,Organic,B2B SaaS,5,73.67,No,0,3.3,5,0,5.3,Active,,,12
CUST-0568,2025-12-26,2025-12-01,Business,North America,Organic,FinTech,12,120.55,Yes,3,5.3,1,0,10.0,Active,,,7
CUST-0569,2025-10-19,2025-10-01,Growth,Europe,Organic,B2B SaaS,13,61.53,Yes,3,5.6,0,0,10.0,Active,,,9
CUST-0570,2025-02-01,2025-02-01,Growth,Europe,Paid Search,Creator Tools,3,90.09,Yes,3,4.9,3,1,7.9,Active,,,17
CUST-0571,2025-03-05,2025-03-01,Starter,Europe,Content,Retail,3,30.16,Yes,1,3.0,1,1,8.6,Active,,,16
CUST-0572,2025-01-15,2025-01-01,Starter,North America,Partner,Creator Tools,3,27.30,Yes,1,4.7,2,0,6.9,Active,,,18
CUST-0573,2025-03-21,2025-03-01,Starter,LATAM,Organic,FinTech,5,27.55,Yes,0,2.4,0,0,8.6,Active,,,16
CUST-0574,2025-05-18,2025-05-01,Starter,North America,Partner,B2B SaaS,2,24.52,Yes,0,2.6,2,0,6.5,Active,,,14
CUST-0575,2025-11-24,2025-11-01,Starter,North America,Content,Retail,1,33.94,Yes,0,5.5,1,0,8.7,Active,,,8
CUST-0576,2025-01-09,2025-01-01,Business,North America,Referral,EdTech,21,169.44,Yes,1,5.1,1,0,9.9,Active,,,18
CUST-0577,2025-10-06,2025-10-01,Business,APAC,Organic,B2B SaaS,22,164.59,Yes,1,3.7,1,0,7.3,Active,,,9
CUST-0578,2026-02-27,2026-02-01,Growth,North America,Partner,B2B SaaS,6,78.77,Yes,0,3.9,2,3,7.4,Active,,,5
CUST-0579,2025-07-24,2025-07-01,Starter,LATAM,Paid Search,EdTech,1,28.12,No,2,1.3,0,0,8.7,Churned,2026-02-01,Company downsized,7
CUST-0580,2026-02-04,2026-02-01,Growth,Europe,Content,Healthcare,12,64.62,Yes,1,4.9,1,0,10.0,Active,,,5
CUST-0581,2025-09-03,2025-09-01,Business,North America,Organic,Healthcare,10,167.50,No,3,3.8,0,0,10.0,Active,,,10
